N	RT @DaiibeMontoya : Maldito seas Movistar tienes la señal mas mala de este puto mundo .
N	@AyudaMovistarVe hola , tengo problemas para ingresar a MI Movistar , le di la opción de Olvidé mi Clave y aún no me envía el mensaje al email
N	El 3G de Movistar está hecho un asco hoy ! Q está pasando ? @AyudaMovistarVe @MovistarVe
N	Estoy convencido que el chamo que me activo la linea movistar el año pasado me odiaba
N	@AyudaMovistarVe tengo meses tratando de registrarme al club movistar y no me lo permite la pagina
N	@fmonroy no solo movistar digitel el BAN de internet no funciona desde esta mañana
N	Movistar me tuvo toooda la mańana castigada :(
P	Resucito Movistar ! Gloria gloria gloria amén
N	Problemas de red con Movistar en pto . La cruz internet caído por horas #movistar
P	@AnthonyJavier AY ! dios y q t hizo movistar ? En realidad ami me parece q es una de las mejores empresas de telefonía que hay en Venezuela .
N	@Movistar_VE @AyudaMovistarVe Falla con data en la zona de Caurimare durante toda la mañana #Fail
N	RT @Amarilysag : QUE SUCEDE HOY CON MOVISTAR ??? NO FUNCIONA DATOS , RARA VEZ MENSAJE DE TEXTO Y CON SUERTE CAEN LAS LLAMADAS ....
N	Hay q ver q Movistar es medio peorro no ?
N	@AyudaMovistarVe @Presid_movistar @MovistarVe mi esposo y yo no podemos navegar ni usar los servicios de datos . Tenemos galaxy note ambos
N	@BastardoQuotes Me paso al revés , movistar es un peo con la señal .
N	Y que mi telefono siga sonando nada mas por mensajes de movistar : c
N	@AyudaMovistarVe @Redes_Movistar amigos que sucede con el 3G no me puedo conectar desde esta mañana en varias zonas de Caracas , ya reinicie
P	\○/ wohoooooooo !!!!!! RT @Daniel0te : ¡Se arregló el potismo de movistar !
N	@Gerard_Saga Aun espero por Movistar que me de mi iPhone nuevo :(
P	@MovistarVe Yoo Tengo Movistar desde el 2002 Hasta Ahora y Cumplire 1año Mas Con Movistar El 5deJulio .. Excelente Operadora ☺ !
N	La señal de datos está pésima . El problema eres tu Movistar !
N	“ @Yohanamarra : Hay problemas con Internet de Cantv ? Tampoco tengo señal de Movistar o . O” denuncialo a @operador811
N	Creo hay problemas con la red de datos de Movistar @codigoabierto pudieran confirmar esto
N	Alguien sabe qué le pasa a movistar que no me funciona twitter , whatsapp ni ninguna aplicación que use internet ? :' (
P	@Yo_Cayito o.o a mi movistar me funciona perfectamente xD
N	Alguien mas tiene problemas con Movistar hoy ?
N	#movistar esta caido o son cosas mias
P	Benditos sean los audífonos que me regaló Movistar . Jizz .
N	Tengo señal para twitear pero no para chatear ni stalkear gente , que inservible eres Movistar .
P	A movistar ya le dejo de picar su antenita y tiene 3G * . *
N	@durancandanga El año pasado movistar internet , quitó el acceso a los usuarios a Cantv , CNE y VTV . entre el 7 y el 11 de octubre .
N	@LaHojillaenTV Mario Renta Pagada de Movistar Tv y sin seÑal dos dias tambien debe ser incluida en las cableras que sabotean
P	Quedense bien lejos de caracas njd .! La red Movistar anda super ...!
P	@nori_princess @borrell_t @movistarve @marisenuez equipo ? El q quieras y a movistar 100pre
N	Más fingido que un comercial de Movistar .
N	@MovistarVe como vago para entrar a mi movistar me dice que la cuenta esta anulada y yo no he anulado nada .. Ayuda !
P	@MovistarVe ¡No cambio Movistar por nada ! Aunque una vez tuve mi rabieta ; pero ¿que familia es perfecta ? jejejeje
N	@la_iguanatv @maperezpirela tambien sabotean la telefonia y el internet movil digitel y movistar . No quiero imaginar el 14A .
N	Segun la propaganda de movistar todo lo puedes hacer por internet , entonces que hacen los maricones esos que atienden a la gente ?
P	“ @andy_no : Que orgullo ver la propaganda de Movistar con mi bellísima prima : @Judnoguera !! ” Graciasss prima ! Tq !!
N	@AyudaMovistarVe Buenas amigos saludos , tengo problema para entrar a mi movistar como hago
N	@ArrobaEdwin Otros Usuarios Movistar a tu alrededor ( familiares , amigos ) presentan los mismos inconvenientes ?
N	RT @juanfl2 : Que ladilla con Movistar .. mandan mensajes cada 1 hora !!
N	@eduardoprieto87 Hola , el servicio de TV no esta disponible para ser verificado en mi movistar
P	Vía @Silviaffernandz : Vendo BlackBerry 9320 en excelentes condiciones Con Garantia Movistar B s.f 3.500 bs info aqui pin : 2A306713/ 04246145383
N	RT @yorman0311 : Camarada Mario tambien hay q estar alerta con la telefonia , digitel y movistar nos deja sin internet movil , imposible tuitear @LaHojillaenTV
N	Nivel de Stress : Me molesta hasta que me escriba movistar ..
