2 1 1 0 0 1 3 2 0.0722891566265 25 0 0 12 
2 1 0 0 0 0 2 0 0.0 6 0 0 2 
0 1 1 0 0 0 1 0 0.0507246376812 21 0 0 8 
1 1 2 0 0 3 0 0 0.125925925926 24 1 0 1 
0 0 0 0 0 0 5 0 0.05 2 0 0 0 
1 0 0 0 0 1 2 0 0.0549450549451 8 0 0 7 
2 0 2 0 0 0 0 0 0.013986013986 25 0 0 6 
1 0 1 0 0 1 3 0 0.0825688073394 18 0 0 8 
1 0 2 0 0 0 1 0 0.048951048951 31 0 0 12 
1 1 1 0 0 1 0 1 0.0196078431373 20 0 0 1 
0 2 2 0 0 0 1 1 0.0588235294118 17 0 0 7 
1 0 2 0 0 1 1 1 0.0421052631579 15 0 0 8 
1 0 0 0 0 1 1 0 0.0882352941176 15 0 0 9 
1 0 0 0 0 1 1 0 0.09 14 0 0 6 
1 0 0 0 0 2 2 0 0.107142857143 20 1 0 9 
1 0 0 0 0 0 4 0 0.0727272727273 6 0 0 3 
0 3 2 0 0 0 0 0 0.0149253731343 26 0 0 2 
2 1 0 0 0 1 1 0 0.0921985815603 23 0 0 2 
2 0 1 0 0 0 1 1 0.0970873786408 13 1 0 9 
2 1 0 0 0 3 1 0 0.14598540146 18 2 0 13 
1 4 1 0 0 0 0 0 0.0229007633588 23 0 0 2 
1 0 0 0 0 1 0 0 0.0779220779221 23 2 0 15 
2 1 3 0 0 0 2 0 0.048951048951 26 0 0 6 
2 3 1 0 0 0 0 0 0.0428571428571 21 0 0 6 
0 1 1 0 0 1 0 0 0.0620689655172 25 0 0 5 
1 3 4 0 0 0 0 0 0.0333333333333 12 0 0 2 
0 2 1 0 0 1 0 0 0.0522388059701 28 0 0 5 
1 1 1 0 0 1 2 0 0.0602409638554 30 1 0 9 
1 0 0 0 0 1 4 0 0.114285714286 7 0 0 3 
1 0 2 0 0 0 0 0 0.0322580645161 11 0 0 2 
1 0 0 0 1 2 0 0 0.0588235294118 7 0 0 4 
1 1 0 0 0 0 0 0 0.0416666666667 10 0 0 3 
1 1 0 0 0 1 1 0 0.113636363636 11 0 0 5 
1 0 0 0 0 0 1 0 0.22 6 0 0 4 
0 0 2 0 0 1 0 0 0.0277777777778 21 0 0 7 
0 0 1 0 0 0 2 0 0.0387596899225 22 0 0 5 
2 1 0 0 0 0 1 0 0.0243902439024 8 0 0 3 
2 1 1 0 0 0 0 0 0.016393442623 12 0 0 1 
2 1 0 0 0 0 0 0 0.0153846153846 9 0 0 1 
0 0 1 0 0 2 4 0 0.0684931506849 27 0 0 7 
