0 0 3 0 0 1 1 0 0.0674157303371 16 0 0 4 
0 0 2 0 0 1 0 0 0.0544217687075 28 0 0 7 
0 0 1 0 0 1 0 1 0.0989010989011 16 0 0 6 
0 1 1 0 0 0 0 0 0.0114942528736 16 0 0 1 
0 0 1 0 0 0 0 0 0.030303030303 16 0 0 1 
0 1 3 0 0 1 0 0 0.0357142857143 14 0 0 2 
0 0 1 0 1 0 1 0 0.0208333333333 8 0 0 2 
2 3 0 0 0 0 0 1 0.063829787234 7 0 0 2 
0 0 1 0 0 0 0 0 0.0361445783133 15 1 0 3 
2 1 0 0 0 1 0 1 0.041958041958 29 0 0 5 
0 0 1 0 0 0 1 0 0.0909090909091 15 1 0 5 
0 0 1 0 0 20 1 0 0.664122137405 25 0 0 5 
0 0 1 0 0 0 1 0 0.047619047619 10 0 0 1 
0 0 1 0 0 0 0 0 0.0503597122302 21 0 0 5 
0 0 1 0 0 0 0 0 0.0422535211268 14 0 0 5 
0 0 0 0 0 1 0 0 0.0144927536232 14 0 0 1 
0 1 1 0 0 0 0 0 0.0492957746479 23 0 0 5 
2 0 0 0 0 1 5 2 0.05 13 0 0 7 
0 0 0 0 1 0 0 0 0.0757575757576 12 0 0 3 
2 3 0 0 0 0 1 1 0.113636363636 22 0 0 5 
0 0 1 0 0 0 0 1 0.0454545454545 13 0 0 5 
0 0 0 0 0 1 1 0 0.056 21 0 0 8 
0 1 0 0 0 0 0 0 0.0222222222222 14 0 0 1 
0 1 1 0 0 0 2 0 0.00819672131148 23 0 0 6 
2 1 0 1 0 0 0 0 0.051724137931 9 0 0 3 
0 0 0 0 0 0 0 0 0.0425531914894 8 0 0 1 
0 0 0 0 0 0 0 0 0.0 7 1 0 1 
2 0 0 0 0 0 1 0 0.0483870967742 11 0 0 4 
0 0 1 0 0 0 0 0 0.0204081632653 17 0 0 3 
2 0 1 0 0 1 0 0 0.0333333333333 15 0 0 3 
0 0 0 0 0 2 1 0 0.0588235294118 29 0 0 7 
0 0 0 0 0 0 1 0 0.0714285714286 21 0 0 2 
2 2 0 0 0 0 0 2 0.0428571428571 13 0 0 2 
2 1 0 0 0 0 3 0 0.0108695652174 13 0 0 7 
0 0 0 0 0 1 0 0 0.0454545454545 8 0 0 2 
0 0 1 0 0 0 0 1 0.0254237288136 24 0 0 3 
2 2 0 0 0 0 0 1 0.0420168067227 21 0 0 6 
0 2 1 0 0 0 0 0 0.0157480314961 20 0 0 5 
0 0 0 0 0 0 0 0 0.00757575757576 24 0 0 2 
2 2 0 0 0 0 3 3 0.0396825396825 23 0 0 11 
0 3 0 0 0 0 0 0 0.0434782608696 14 0 0 2 
0 1 0 0 0 0 1 0 0.0438596491228 17 0 0 5 
0 0 1 0 0 1 1 1 0.0547945205479 14 0 0 4 
0 0 1 0 0 1 0 0 0.03125 16 0 0 2 
2 1 0 0 0 2 2 0 0.0680272108844 22 0 0 7 
0 0 2 0 0 1 1 0 0.05 26 0 0 5 
0 1 1 0 0 0 1 0 0.0483870967742 12 0 0 2 
0 1 2 0 1 5 2 0 0.195804195804 27 1 0 4 
0 0 1 0 0 2 0 0 0.151515151515 12 0 0 0 
2 1 0 0 0 0 1 1 0.0769230769231 24 1 0 12 
0 1 3 0 0 1 0 0 0.0357142857143 14 0 0 2 
2 1 0 0 0 4 2 0 0.177777777778 18 4 0 11 
0 0 1 0 0 1 0 0 0.0357142857143 23 0 0 3 
2 0 0 0 0 0 0 0 0.0727272727273 8 0 0 2 
0 0 1 0 0 0 1 0 0.169811320755 6 1 0 6 
0 2 1 0 0 0 0 1 0.045871559633 20 0 0 3 
0 0 0 0 0 0 0 0 0.0779220779221 12 0 0 1 
0 1 3 0 0 2 0 1 0.114035087719 22 0 0 8 
2 2 0 0 0 0 4 0 0.0555555555556 24 0 0 7 
2 1 1 0 0 1 2 0 0.0875 16 0 0 5 
0 1 1 0 0 0 1 0 0.0378787878788 22 0 0 5 
0 0 1 0 0 1 1 0 0.0481927710843 16 0 0 5 
0 0 2 0 0 0 2 1 0.0142857142857 24 0 0 6 
0 0 0 0 0 2 0 1 0.25 15 0 0 4 
0 2 1 0 0 0 0 0 0.0157480314961 20 0 0 5 
0 0 1 0 0 1 0 0 0.0403225806452 22 0 0 9 
0 2 1 0 0 2 2 0 0.132231404959 19 0 0 8 
0 2 2 0 0 1 1 3 0.0298507462687 30 0 0 6 
0 0 2 0 0 1 1 0 0.05 26 0 0 5 
0 0 2 0 0 1 0 0 0.173913043478 11 0 0 2 
0 0 0 0 0 0 0 1 0.0140845070423 12 0 0 3 
0 0 2 0 0 1 0 0 0.0375 31 0 0 6 
0 1 2 0 0 3 2 0 0.0993788819876 29 1 0 7 
0 0 1 0 0 0 1 0 0.03125 19 1 0 7 
2 1 1 0 0 2 1 3 0.0897435897436 16 0 0 5 
0 0 1 0 0 0 0 0 0.04 4 0 0 0 
0 0 1 0 0 0 2 0 0.0384615384615 10 0 0 3 
0 0 0 0 0 0 2 0 0.0833333333333 11 0 0 5 
0 4 4 0 0 25 1 0 0.690322580645 29 0 0 7 
2 1 0 0 0 0 0 0 0.025 10 0 0 3 
0 0 0 0 0 2 1 0 0.0780141843972 24 0 0 8 
0 0 0 0 0 1 0 0 0.0551181102362 25 0 0 2 
0 1 4 0 0 1 6 0 0.0137931034483 30 0 0 5 
0 0 0 0 0 1 0 0 0.0753424657534 26 0 0 10 
0 0 1 0 0 1 0 0 0.0408163265306 24 0 0 9 
0 1 2 0 0 1 1 2 0.0604026845638 24 0 0 7 
0 2 0 0 0 1 1 0 0.0853658536585 16 0 0 5 
0 0 1 0 0 0 1 0 0.0833333333333 10 1 0 4 
0 0 1 0 0 0 0 1 0.0212765957447 9 0 0 2 
0 3 3 0 0 0 1 0 0.0208333333333 32 0 0 4 
0 1 0 0 0 0 0 1 0.0204081632653 9 0 0 2 
2 3 0 0 0 1 1 0 0.0923076923077 18 0 0 6 
0 0 3 0 0 0 0 0 0.0148148148148 25 0 0 3 
2 1 0 0 0 0 0 0 0.037037037037 25 0 0 7 
0 0 4 0 0 23 0 0 0.711111111111 22 0 0 3 
0 1 3 0 0 24 2 0 0.80985915493 24 0 0 2 
2 0 0 0 0 0 2 1 0.0408163265306 10 0 0 1 
2 3 1 0 0 0 2 1 0.027972027972 30 1 0 4 
2 1 0 0 0 1 1 0 0.0606060606061 18 1 0 4 
2 0 2 0 0 1 1 0 0.201492537313 19 0 0 11 
2 0 0 1 0 0 1 0 0.0833333333333 7 0 0 6 
