N	@_UnPocoLoca Ahm .. Pobrecitos :(
N	Jajajaj y yo como en octubre . Nojoda . Y de paso censura C . RT @Angee_Wera : DanSemprun yo la vi como en diciembre #Pirata
N	I'm at C.C. Plaza Las Américas - @pzalasamericas w/ @little_puddle http://t.co/Mc8FFlYEWf
N	La ARC vía Caracas , boca de lobo !! Colita a la altura km24 por accidentado , luego continúa hasta el túnel :(
N	@mimoyh @baltus_2 @ValentinaV_C Gracias amiga ! Me desconecto un rato , luego conversamos ! que estén de lo mejor !!
N	RT @HolaSoyZac : @richard_hrnandz mi hermano llegó acá y formó un peo por algo #FB Esta loquillo : c
N	RT @RoroSweetLove : Ay si :( yo también RT @parejo20 : @RoroSweetLove tan bella mi rubia hermosa te extraño exijo reencuentro
N	@DiegoMolea_S eso no me parece :( que chimbo
N	Ganas que tengo de manejar ahora : 0 . :(
N	@tomatesfritos mis guias les mandan saludos :(
N	Así como que la estoy pasando demasiado bien y no me quiero ir a caracas : c
N	Bueno sera hasta el lunes : c
N	Estoy triste :( , Solo 3 personas han seguido a @EsInstagram Ayudame si ? Es solo un click:'(.
N	Cine y short no son muy buenos dúos :(
N	RT @EsInstagram : A-T-E-N-C-I-O-N sigue a → @UnSabioDice ahí encontraras TWs con los que te identificaras en tu vida diaria es una muy buena cuenta ♥‿♥
N	Y bueno . La mas mongolica llorando por un libro :( .
N	@ali_aali @MaolyRivero @LuisianaMAPS ¡LAS EXTRAÑO !: -(
N	@UnaGuacamaya No te sirve :(
N	Iremos Ane sakdsahashd :( RT @_AneOrtega : Se que voy a ir a un lollapalooza , ALGUN DIA ! ♥
N	Ummmmm ... c : http://t.co/22tea6pvcy
N	que desmotivador es pasar semana santa con @MiG_ImprevistO y haciendo tarea :(
N	@FeMrx JAJAJAJAJAJAJAJJAJAJAJAJAJ :( si , yo igual tengo mucho que leer y no puedo manchar las guias de sangre .
N	@Mounster_Girl JAJA que se hace , buen punto u_u me jodiste :(( .
N	@danihs_sirit87 @belkismenoni No voy a estar esos dias :(
N	RT @EsInstagram : De las personas falsas .. http://t.co/4N5CcvJJ98
N	Vamos pej ! :D o/ @iQeTETAScreyend #YoSue ñoCon Ir al Junquito coño : c
N	fucking ampolla en la lengua :(
N	Por mandato del general Marcos Pérez Jiménez , 1953 se erigió en la autopista Francisco Fajardo , en la entrada de la U . C . V .
N	Diosmi . No puede acabar así :(
N	:-( #AFM sentido Petare . Cola Fuerte en El Rosal , Parque Generalísimo Francisco de Miranda , Los Ruices
N	:-( #PNM sentido Caracas . Cola Fuerte en Entrada a La Vega
N	:-( #ACLG sentido La Guaira . Cola Fuerte en Túnel Boquerón I
N	RT @FilosofiaTipica : En Facebook los amigos te juzgan , en Twitter los extraños te comprenden .
N	:-( #ACLG sentido Caracas . Cola Fuerte en Distribuidor El Trébol , Alta Vista
